row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIABLProxy-011,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,AR receivables collateral pool net of reserves and deductions,1779,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q debt note,"Receivables in collateral pool net of applicable reserves and other deductions",filed-collateral-source,"URI discloses a net receivables collateral pool for the AR securitization.","This is AR collateral, not ABL rental-equipment collateral.","Receivables monthly report and ABL borrowing-base certificate"
URIABLProxy-012,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,AR collateral pool over AR borrowings,125.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q debt note,"1779M / 1414M",proxy-derived,"AR securitization had visible collateral cushion versus borrowings.","It does not reveal dilution, losses, concentration, or legal availability.","Receivables monthly report"
URIABLProxy-013,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,AR excess collateral pool over borrowings,365,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q debt note,"1779M net collateral pool - 1414M borrowings",proxy-derived,"The receivables pool exceeded AR securitization borrowings by 365M USD.","Excess collateral is not the same as drawable cash.","Receivables monthly report"
URIABLProxy-014,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Gross unused ABL plus AR stated capacity before constraints,2920,M USD,compiled public disclosures,SEC 10-Q and AR agreement,"2834M gross unused ABL capacity + 86M gross unused AR purchase-limit capacity",proxy-derived,"Gross unused facility size across ABL and AR was about 2.920B USD before constraints.","This is not legal availability and does not include L/Cs, reserves, or borrowing-base limits.","ABL borrowing-base certificate and AR monthly report"
URIABLProxy-015,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Implied public-disclosure facility availability gap versus gross unused stated capacity,33,M USD,compiled public disclosures,"SEC 10-Q, earnings release, and AR agreement","2920M gross unused stated capacity - 2887M implied ABL plus AR availability in liquidity",proxy-derived,"Public disclosures are broadly consistent: implied facility availability is about 33M USD below gross unused stated capacity.","The 33M difference should not be overinterpreted; it could reflect L/Cs, reserves, other constraints, timing, definitions, or rounding.","Facility availability schedules and L/C reports"
URIABLProxy-016,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Facility availability as share of total liquidity,96.3,percent,compiled public disclosures,"SEC 10-Q balance sheet and earnings-release liquidity definition","2887M implied facility availability / 2999M total liquidity",proxy-derived,"Most disclosed liquidity came from ABL and AR securitization availability, not cash.","It does not split which facility provided the availability.","Facility availability schedules"
URIABLProxy-017,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Cash as share of total liquidity,3.7,percent,compiled public disclosures,"SEC 10-Q balance sheet and earnings-release liquidity definition","112M cash / 2999M total liquidity",proxy-derived,"Cash was a small share of disclosed liquidity.","It does not show unrestricted cash treatment in specified availability.","Cash schedule and covenant certificate"
URIABLProxy-018,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Specified availability covenant status,exceeded threshold,status,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q loan covenants and compliance note,"As of June 30 2026 specified availability under the ABL exceeded required threshold and FCCR covenant was inapplicable",filed-covenant-status,"URI was above the ABL springing covenant trigger at Q2 2026.","The filing does not disclose specified availability dollars.","Covenant certificate and borrowing-base certificate"
URIABLProxy-019,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Springing FCCR threshold orientation,450,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 and stated ABL size,"10% of 4500M stated maximum revolver amount",orientation-derived,"On stated facility size, the 10% threshold is about 450M USD; Q2 filing says specified availability exceeded the required threshold.","The actual defined threshold can depend on agreement definitions and specified availability calculation.","Covenant certificate"
URIABLProxy-020,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Rental equipment net book value,17350,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q balance sheet,"Rental equipment net at June 30 2026",filed-source-table,"The balance sheet shows a large rental-equipment net book value base relative to the ABL facility.","Rental equipment net is not the same as eligible rental equipment NBV in the borrowing base.","Borrowing-base certificate and collateral eligibility schedule"
URIABLProxy-021,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Rental equipment net book value versus stated ABL size,385.6,percent,compiled public disclosures,SEC 10-Q balance sheet and debt table,"17350M rental equipment net / 4500M ABL stated size",proxy-derived,"Rental-equipment net book value is much larger than the stated ABL size at company level.","This does not prove eligibility, lien status, NOLV, reserves, Canadian/U.S. split, or legal availability.","Borrowing-base certificate and appraisal"
URIABLProxy-022,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,OEC versus stated ABL size,528.9,percent,compiled public disclosures,SEC 8-K earnings release and SEC 10-Q debt table,"23800M OEC / 4500M ABL stated size",proxy-derived,"OEC is also much larger than stated ABL size, reinforcing that the ABL is capped by facility and formula mechanics.","OEC is replacement cost and not eligible collateral value.","Borrowing-base certificate, appraisal, and OEC by class"
URIABLProxy-023,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,H1 gross rental capex versus implied facility availability,101.5,percent,compiled public disclosures,SEC 8-K earnings release and liquidity bridge,"2931M H1 gross rental capex / 2887M implied ABL plus AR availability in liquidity",proxy-derived,"Implied facility availability was roughly comparable to H1 gross rental capex scale.","This does not mean facilities funded H1 capex; H1 OCF covered gross rental capex and facility availability is a balance-sheet snapshot.","Cash-flow statement, draw history, and source-and-use schedule"
URIABLProxy-024,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,H1 operating cash flow versus gross rental capex,112.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html,SEC 8-K earnings release,"3305M H1 operating cash flow / 2931M H1 gross rental capex",cash-conversion-derived,"Operating cash flow covered H1 gross rental capex, so external facilities should be framed as liquidity/funding stack rather than sole funding source.","This does not prove marginal fleet returns or source of funds by purchase.","Cash-flow bridge and draw history"
URIABLProxy-025,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,ABL public-disclosure proxy bridge,Safe claim boundary,public-disclosure proxy not certificate proof,status,compiled public disclosures,"SEC 10-Q, earnings release, AR agreement, and ABL agreement","Synthesis of public-disclosure proxy bridge",governance,"Public disclosures reconcile into a bounded liquidity bridge: 112M cash, 2.887B implied facility availability, 2.920B gross unused stated ABL plus AR capacity before constraints, and Q2 covenant status above the springing threshold.","Do not call this a live borrowing-base certificate, legal availability proof, eligible collateral proof, reserve proof, or purchase-level source-of-funds proof.","Borrowing-base certificate, AR monthly report, L/C schedule, appraisal, and loan register"
