claim_id,source_id,reporting_entity,period,metric_category,metric_name,value,unit,source_url,local_path,source_location,what_it_proves,what_it_does_not_prove,status
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,capital commitments,total unfunded capital commitments to SDLP,260,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,ARCC MD&A SDLP section page 182/222,"ARCC reports 260M USD of total unfunded capital commitments to SDLP at June 30 2026.","The commitments fund delayed-draw loans only if funding conditions are met.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,capital commitments,ARCC unfunded capital commitments to SDLP,60,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,ARCC MD&A SDLP section page 182/222,"ARCC reports 60M USD of unfunded capital commitments to SDLP by ARCC at June 30 2026.","This is not a borrower-specific commitment row.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,balance sheet,investments at fair value,4309,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP investments at fair value of 4.309B USD at June 30 2026.","This is aggregate SDLP investment value, not a named borrower facility size.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,balance sheet,total assets,4595,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP total assets of 4.595B USD at June 30 2026.","This does not identify ultimate investor sources beyond the disclosed SDLP capital forms.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,balance sheet,senior notes,3270,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP senior notes of 3.270B USD at June 30 2026.","This identifies a senior-note funding layer but not noteholder identities.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,balance sheet,intermediate funding notes,108,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP intermediate funding notes of 108M USD at June 30 2026.","This identifies another funding-note layer but not noteholder identities.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,balance sheet,total liabilities,3519,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP total liabilities of 3.519B USD at June 30 2026.","This does not allocate liabilities to individual borrowers.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,balance sheet,subordinated certificates and members capital,1076,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP subordinated certificates and members' capital of 1.076B USD at June 30 2026.","This combines certificates and members' capital and does not fully identify each investor's capital source.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,operations,total investment income six months,182,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP total investment income of 182M USD for the six months ended June 30 2026.","This is income generated by SDLP investments, not new origination volume.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,operations,interest expense six months,93,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP interest expense of 93M USD for the six months ended June 30 2026.","This shows cost of funding but not instrument-by-instrument interest rates.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,operations,net investment income six months,82,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,selected SDLP financial information page 224,"ARCC reports SDLP net investment income of 82M USD for the six months ended June 30 2026.","This is vehicle earnings context, not ultimate source-of-funds proof.",extracted
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,derived ratio,liabilities to assets,76.58,percent,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,computed from selected SDLP financial information page 224,"SDLP liabilities were 76.58% of assets using disclosed Q2 2026 selected financial information.","This is a derived leverage indicator, not a regulatory asset-coverage measure.",derived-from-extracted-table
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,derived ratio,subordinated certificates and members capital to assets,23.42,percent,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,computed from selected SDLP financial information page 224,"SDLP subordinated certificates and members' capital were 23.42% of assets at June 30 2026.","This does not break member capital into named investor sources.",derived-from-extracted-table
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,derived ratio,ARCC share of funded SDLP capital,27.04,percent,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,computed from ARCC MD&A SDLP capital table,"ARCC supplied 27.04% of total funded SDLP capital at principal amount at June 30 2026.","This ratio does not equal ARCC's certificate ownership percentage because the SDLP has senior notes and intermediate funding notes.",derived-from-extracted-table
CF-005,arcc-2026q2-sec-10q,Senior Direct Lending Program LLC,Q2 2026,derived ratio,ARCC share of unfunded SDLP commitments,23.08,percent,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arcc-20260630.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,computed from ARCC MD&A SDLP capital table,"ARCC supplied 23.08% of SDLP unfunded commitments at June 30 2026.","This is a vehicle-level capital commitment share, not borrower-level funding.",derived-from-extracted-table
CF-005,arcc-sdlp-2026q2-ex99-1,Senior Direct Lending Program LLC,Q2 2026,supplemental schedule,total investments fair value in exhibit,4309,USD millions,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arccq2-2026ex991xsdlpconde.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-sdlp-2026q2-ex99-1.html,Exhibit 99.1 consolidated condensed schedule of investments,"The Q2 2026 SDLP exhibit reports total investments at 4.309B USD fair value, matching the selected financial information in ARCC's 10-Q.","The exhibit is a schedule of investments and does not provide full member-capital ownership footnotes by itself.",extracted
CF-005,arcc-sdlp-2026q2-ex99-1,Senior Direct Lending Program LLC,Q2 2026,borrower refresh,Valcourt or Precinmac presence in Q2 exhibit,not found,text,https://www.sec.gov/Archives/edgar/data/1287750/000162828026050307/arccq2-2026ex991xsdlpconde.htm,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-sdlp-2026q2-ex99-1.html,local text search for Valcourt Precinmac Trimaster and Paris US Holdco,"The fetched Q2 2026 SDLP exhibit did not show Valcourt or Precinmac borrower names in local search.","Absence from one exhibit search should not be treated as proof of sale or repayment without full schedule reconciliation.",negative-search-result
