claim_id,company,manager,vehicle,period,evidence_type,lane,metric_name,metric_value,units,source_file,source_basis,claim_effect,confidence,status,next_test
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Snoopy Bidco,top ten portfolio company exposure by fair market value,3,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,JSS,top ten portfolio company exposure by fair market value,3,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Guidehouse,top ten portfolio company exposure by fair market value,2,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Auctane / Stamps.com,top ten portfolio company exposure by fair market value,2,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Cambium,top ten portfolio company exposure by fair market value,2,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Corfin,top ten portfolio company exposure by fair market value,2,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Bazaarvoice,top ten portfolio company exposure by fair market value,2,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Navigator,top ten portfolio company exposure by fair market value,2,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,IRI Group / NPD / Circana,top ten portfolio company exposure by fair market value,1,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blackstone Secured Lending Fund,Blackstone,BXSL,Q2 2026 / June 30 2026,portfolio company exposure,Medallia,top ten portfolio company exposure by fair market value,1,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1, portfolio construction page; explicitly lists top ten portfolio companies and percentages",turns industry lanes into named borrower targets for borrower-level matching,high,metric-found-local-primary-source,"Identify sector, sponsor, loan type, and whether the borrower previously used bank or syndicated loan markets."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,portfolio breadth,cross-industry private-company lending,portfolio company count,229,companies,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1 states investments in 229 portfolio companies across 30 industries, aggregate portfolio size about $15.0B, and average investment size $65.3M at fair value",shows borrower breadth across the BDC portfolio,high,metric-found-local-primary-source,Extract full investment schedule from 10-Q or supplement to quantify industry percentages.
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,portfolio breadth,cross-industry private-company lending,industry count,30,industries,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1 states investments in 229 portfolio companies across 30 industries, aggregate portfolio size about $15.0B, and average investment size $65.3M at fair value","shows lending is diversified across many borrower industries, but not yet the exact industry mix",high,metric-found-local-primary-source,Extract full investment schedule from 10-Q or supplement to quantify industry percentages.
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,portfolio breadth,cross-industry private-company lending,average investment size at fair value,65.3,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,"SEC 8-K exhibit 99.1 states investments in 229 portfolio companies across 30 industries, aggregate portfolio size about $15.0B, and average investment size $65.3M at fair value",shows middle-market borrower ticket size proxy,high,metric-found-local-primary-source,Extract full investment schedule from 10-Q or supplement to quantify industry percentages.
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,industry tag / borrower examples,Software and services,sector presence in investment schedule,Artifact Bidco; Auctane; Banyan Software; Borrower R365; Netsmart; Omnigo; Optimizely,named borrower examples / XBRL member presence,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,SEC 10-Q inline XBRL schedule contains industry concentration member tags and borrower names; exact lane percentages not extracted in this pass,"supports that the Ares-managed borrower book touches software, healthcare, financial services, professional services, and consumer services lanes",medium,source-mentions-industry-lane-needs-tabular-extraction,"Parse ARCC schedule of investments into borrower, industry, cost, fair value, lien, sponsor, and rate fields."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,industry tag / borrower examples,Healthcare,sector presence in investment schedule,healthcare-sector XBRL member appears in ARCC schedule metadata,named borrower examples / XBRL member presence,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,SEC 10-Q inline XBRL schedule contains industry concentration member tags and borrower names; exact lane percentages not extracted in this pass,"supports that the Ares-managed borrower book touches software, healthcare, financial services, professional services, and consumer services lanes",medium,source-mentions-industry-lane-needs-tabular-extraction,"Parse ARCC schedule of investments into borrower, industry, cost, fair value, lien, sponsor, and rate fields."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,industry tag / borrower examples,Financial services,sector presence in investment schedule,financial-services-sector XBRL member appears in ARCC schedule metadata,named borrower examples / XBRL member presence,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,SEC 10-Q inline XBRL schedule contains industry concentration member tags and borrower names; exact lane percentages not extracted in this pass,"supports that the Ares-managed borrower book touches software, healthcare, financial services, professional services, and consumer services lanes",medium,source-mentions-industry-lane-needs-tabular-extraction,"Parse ARCC schedule of investments into borrower, industry, cost, fair value, lien, sponsor, and rate fields."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,industry tag / borrower examples,Commercial and professional services,sector presence in investment schedule,commercial-and-professional-services XBRL member appears in ARCC schedule metadata,named borrower examples / XBRL member presence,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,SEC 10-Q inline XBRL schedule contains industry concentration member tags and borrower names; exact lane percentages not extracted in this pass,"supports that the Ares-managed borrower book touches software, healthcare, financial services, professional services, and consumer services lanes",medium,source-mentions-industry-lane-needs-tabular-extraction,"Parse ARCC schedule of investments into borrower, industry, cost, fair value, lien, sponsor, and rate fields."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,industry tag / borrower examples,Consumer services,sector presence in investment schedule,Aimbridge; American Residential Services; Apex Service Partners; Belfor; Birdie Bidco,named borrower examples / XBRL member presence,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,SEC 10-Q inline XBRL schedule contains industry concentration member tags and borrower names; exact lane percentages not extracted in this pass,"supports that the Ares-managed borrower book touches software, healthcare, financial services, professional services, and consumer services lanes",medium,source-mentions-industry-lane-needs-tabular-extraction,"Parse ARCC schedule of investments into borrower, industry, cost, fair value, lien, sponsor, and rate fields."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Software and Services,industry subtotal fair value in ARCC schedule of investments,6451.2,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Software and Services at 6451.2 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Financial Services,industry subtotal fair value in ARCC schedule of investments,3935.8,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Financial Services at 3935.8 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Health Care Equipment and Services,industry subtotal fair value in ARCC schedule of investments,2895.2,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Health Care Equipment and Services at 2895.2 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Commercial and Professional Services,industry subtotal fair value in ARCC schedule of investments,2811.9,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Commercial and Professional Services at 2811.9 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Consumer Services,industry subtotal fair value in ARCC schedule of investments,1972.1,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Consumer Services at 1972.1 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Insurance,industry subtotal fair value in ARCC schedule of investments,1570.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Insurance at 1570.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Capital Goods,industry subtotal fair value in ARCC schedule of investments,1437.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Capital Goods at 1437.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Consumer Distribution and Retail,industry subtotal fair value in ARCC schedule of investments,1377.6,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Consumer Distribution and Retail at 1377.6 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Investment Funds and Vehicles,industry subtotal fair value in ARCC schedule of investments,1180.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Investment Funds and Vehicles at 1180.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,"Sports, Media and Entertainment",industry subtotal fair value in ARCC schedule of investments,1121.0,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,"quantifies ARCC exposure to Sports, Media and Entertainment at 1121.0 USD millions; industry subtotals reconcile to total investment fair value",high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,"Pharmaceuticals, Biotechnology and Life Sciences",industry subtotal fair value in ARCC schedule of investments,835.2,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,"quantifies ARCC exposure to Pharmaceuticals, Biotechnology and Life Sciences at 835.2 USD millions; industry subtotals reconcile to total investment fair value",high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Materials,industry subtotal fair value in ARCC schedule of investments,672.9,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Materials at 672.9 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Consumer Durables and Apparel,industry subtotal fair value in ARCC schedule of investments,549.4,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Consumer Durables and Apparel at 549.4 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Independent Power and Renewable Electricity Producers,industry subtotal fair value in ARCC schedule of investments,452.0,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Independent Power and Renewable Electricity Producers at 452.0 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Automobiles and Components,industry subtotal fair value in ARCC schedule of investments,373.2,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Automobiles and Components at 373.2 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Household and Personal Products,industry subtotal fair value in ARCC schedule of investments,348.2,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Household and Personal Products at 348.2 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Energy,industry subtotal fair value in ARCC schedule of investments,329.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Energy at 329.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Food and Beverage,industry subtotal fair value in ARCC schedule of investments,314.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Food and Beverage at 314.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Data Centers,industry subtotal fair value in ARCC schedule of investments,279.6,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Data Centers at 279.6 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
