claim_id,research_question,manager,vehicle,company,borrower_or_lane,mapped_lane,period,known_exposure,units,source_file,current_proof,missing_evidence_to_prove_displacement,evidence_to_claim_read,claim_to_evidence_test,status,confidence
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Software,Software,Q2 2026 / June 30 2026,19,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Health Care Providers & Services,Health Care Providers & Services,Q2 2026 / June 30 2026,10,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Professional Services,Professional Services,Q2 2026 / June 30 2026,10,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Insurance,Insurance,Q2 2026 / June 30 2026,10,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Commercial Services & Supplies,Commercial Services & Supplies,Q2 2026 / June 30 2026,8,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,IT Services,IT Services,Q2 2026 / June 30 2026,5,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Health Care Technology,Health Care Technology,Q2 2026 / June 30 2026,5,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Diversified Consumer Services,Diversified Consumer Services,Q2 2026 / June 30 2026,4,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Air Freight & Logistics,Air Freight & Logistics,Q2 2026 / June 30 2026,3,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blackstone,BXSL,Blackstone Secured Lending Fund,Aerospace & Defense,Aerospace & Defense,Q2 2026 / June 30 2026,3,percent of portfolio fair market value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-q2-2026-8k-exhibit-99-1.html,Industry lane appears in top-ten BXSL industry exposure table.,"Full holdings schedule or borrower mapping that connects each industry exposure to named borrowers, sponsors, debt instruments, and prior financing source.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Artifact Bidco,software and services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Auctane,software / logistics software,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Banyan Software,software and services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Borrower R365,software and services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Netsmart,healthcare software / healthcare technology,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Omnigo,software and services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Optimizely,software and services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Aimbridge,consumer services / lodging services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,American Residential Services,consumer services / residential services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Apex Service Partners,consumer services / home services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Belfor,commercial and consumer restoration services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Ares,ARCC,Ares Capital Corporation,Birdie Bidco,consumer services,Q2 2026 / June 30 2026,not quantified in this pass,schedule mention,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Borrower name appears in ARCC 10-Q schedule context inspected locally; industry lane is inferred from visible schedule grouping or borrower identity.,"Structured extraction of cost, fair value, lien, rate, maturity, industry tag, sponsor, and use of proceeds; then external source matching for prior lender or refinancing history.",Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,medium
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blue Owl,OBDC,Blue Owl Capital Corporation,portfolio company count,cross-industry private-company lending,Q2 2026 / June 30 2026,229,companies,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,OBDC exhibit provides portfolio company count: 229 companies.,Full investment schedule and borrower-specific transaction history needed before displacement can be tested.,Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blue Owl,OBDC,Blue Owl Capital Corporation,industry count,cross-industry private-company lending,Q2 2026 / June 30 2026,30,industries,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,OBDC exhibit provides industry count: 30 industries.,Full investment schedule and borrower-specific transaction history needed before displacement can be tested.,Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
"CF-004, CF-005",Is private credit replacing bank lending or building a parallel borrower-financing lane?,Blue Owl,OBDC,Blue Owl Capital Corporation,average investment size at fair value,middle-market private-company lending,Q2 2026 / June 30 2026,65.3,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,OBDC exhibit provides average investment size at fair value: 65.3 USD millions.,Full investment schedule and borrower-specific transaction history needed before displacement can be tested.,Private credit has identifiable borrower exposure here; displacement is not proven without prior-financing and loan-purpose evidence.,"Find acquisition/refinancing announcement, credit agreement, lender list, prior debt stack, sponsor owner, and bank revolver role.",borrower-or-lane-identified-needs-source-of-funds-match,high
