claim_id,manager,vehicle,company,period,normalized_lane,reported_lane,exposure_value_usd_m,exposure_percent_of_portfolio,portfolio_base_usd_m,measurement_basis,source_file,confidence,status,interpretation
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Materials,Containers and packaging,447.776,2.99,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Commercial and Professional Services,Business services,427.615,2.86,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,"Sports, Media and Entertainment",Advertising and media,391.809,2.62,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Joint ventures,Joint ventures,390.68,2.61,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Consumer Distribution and Retail,Consumer products,373.784,2.5,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Commercial and Professional Services,Professional services,365.612,2.44,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Consumer Distribution and Retail,Specialty retail,340.592,2.28,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Consumer Services,Leisure and entertainment,338.977,2.27,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Consumer Services,Automotive services,315.205,2.11,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,289.885,1.94,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Household and Personal Products,Household products,271.506,1.82,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Commercial and Professional Services,Human resource support services,243.754,1.63,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Capital Goods,Aerospace and defense,227.245,1.52,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Transportation,Distribution,198.642,1.33,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Energy,Energy equipment and services,74.054,0.5,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Transportation,Transportation,66.53,0.44,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Education,Education,24.734,0.17,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Telecommunication Services,Telecommunications,10.137,0.07,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Software and Services,Software,2525.852,18.9,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Health Care Equipment and Services,Health Care Providers & Services,1376.522,10.3,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Commercial and Professional Services,Professional Services,1376.522,10.3,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Insurance,Insurance,1336.43,10.0,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Commercial and Professional Services,Commercial Services & Supplies,1109.236,8.3,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Software and Services,IT Services,628.122,4.7,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Health Care Equipment and Services,Health Care Technology,601.393,4.5,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Consumer Services,Diversified Consumer Services,588.029,4.4,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Capital Goods,Aerospace & Defense,441.022,3.3,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Transportation,Air Freight & Logistics,441.022,3.3,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Technology Hardware and Equipment,"Electronic Equipment, Instruments & Components",280.65,2.1,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Transportation,Distributors,267.286,2.0,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Transportation,Transportation Infrastructure,253.922,1.9,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Real Estate Management & Development,Real Estate Management & Development,213.829,1.6,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
"CF-004, CF-005",Blackstone,BXSL,Blackstone Secured Lending Fund,Q2 2026 / June 30 2026,Capital Goods,Electrical Equipment,200.464,1.5,13364.295,official industry percentage converted to fair value,raw/primary-sources/capital-flow/blackstone-secured-lending-fund/q2-2026/bxsl-2026-q2-10q.html,medium-high,official-industry-percentage-converted-to-fair-value,BXSL official 10-Q industry percentage converted to dollars using filed total investments fair value.
