match_row_id,cusip,identifier_quality,match_status,year_end_holding_rows,disposal_rows,holding_schedule_sections,disposal_schedule_parts,issuer_or_description_sample,year_end_book_value_usd,year_end_fair_value_usd,year_end_interest_income_usd,year_end_interest_received_usd,disposal_consideration_usd,disposal_book_value_at_disposal_usd,disposal_realized_gain_loss_usd,disposal_interest_or_dividends_received_usd,first_disposal_date,last_disposal_date,top_purchaser_or_disposition_type,cash_back_signal,proof_use,boundary,next_action
CFAASCBCM-00011,00024D-AG-8,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,AA Infrastructure Fund 2 LLC AAIF 2024-1A C,30741667.000000,30772409.000000,3780338.000000,18325471.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00012,00024D-AL-7,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AA Infrastructure Fund 2 LLC AAIF 2024-1A A1D,354250000.000000,354604250.000000,5583517.000000,359726074.000000,354250000.000000,347965250.000000,0.000000,12777598.000000,03/19/2025,08/12/2025,Tax Free Exchange,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00013,00024D-AN-3,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AA Infrastructure Fund 2 LLC AAIF 2024-1A A2D,68250000.000000,68318250.000000,1128049.000000,69357349.000000,68250000.000000,67102636.000000,0.000000,2571828.000000,03/19/2025,08/12/2025,Tax Free Exchange,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00014,00024D-AQ-6,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AA Infrastructure Fund 2 LLC AAIF 2024-1A BD,39000000.000000,39039000.000000,714366.000000,39702537.000000,39000000.000000,38344364.000000,0.000000,1612410.000000,03/19/2025,08/12/2025,"Tax Free Exchange 655,636 655,636 655,636 655,636 655,636 38,878 07/15/2038",disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00015,00024D-AS-2,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AA Infrastructure Fund 2 LLC AAIF 2024-1A CD,23508333.000000,23531841.000000,550758.000000,24051961.000000,23508333.000000,23016606.000000,0.000000,1226846.000000,03/19/2025,08/12/2025,"Tax Free Exchange 491,727 491,727 491,727 491,727 491,727 36,129 07/15/2038",disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00016,00037Q-AE-9,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AB BSL CLO 3 Ltd ABBSL 2021-3A C 6.246% 10/20/34,0.000000,0.000000,0.000000,0.000000,16500000.000000,489630.000000,0.000000,379685.000000,02/18/2025,02/18/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00017,00037Q-AU-3,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,AB BSL CLO 3 Ltd ABBSL 2021-3A D1R,12595813.000000,12955813.000000,459254.000000,8563817.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00018,00037V-AE-8,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AB BSL CLO 4 Ltd ABBSL 2023-4A C 7.234% 04/20/36,0.000000,0.000000,0.000000,0.000000,12000000.000000,-35486.000000,0.000000,455795.000000,04/14/2025,04/14/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00019,00038G-AG-5,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,AB BSL CLO 5 Ltd ABBSL 2024-5A C,10348313.000000,10519730.000000,549151.000000,4521156.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00020,00038G-AJ-9,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,AB BSL CLO 5 Ltd ABBSL 2024-5A D1,1748596.000000,1804545.000000,108840.000000,88354.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00021,00038K-AW-1,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AB BSL CLO 1 Ltd ABBSL 2020-1A CR 6.405% 01/15/35,0.000000,0.000000,0.000000,0.000000,3250000.000000,0.000000,0.000000,238969.000000,11/05/2025,11/05/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00022,00038K-AY-7,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AB BSL CLO 1 Ltd ABBSL 2020-1A DR 7.355% 01/15/35,0.000000,0.000000,0.000000,0.000000,4000000.000000,107465.000000,0.000000,334860.000000,11/05/2025,11/05/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00023,00038P-AA-8,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,Aaset 2021-1 Trust AASET 2021-1A A,612136.000000,591608.000000,18145.000000,354717.000000,159754.000000,0.000000,0.000000,2284.000000,12/16/2025,12/16/2025,Paydown,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00024,00043*-AA-7,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AA Warehouse 21-A,263067152.000000,263309099.000000,16850010.000000,267120020.000000,44160000.000000,158356.000000,0.000000,1922283.000000,01/14/2025,11/25/2025,Various,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00025,00043*-AB-5,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AA Warehouse 21A,27523881.000000,27505345.000000,1808373.000000,27913978.000000,17612403.000000,46032.000000,0.000000,920259.000000,01/14/2025,11/25/2025,Various,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00026,00076M-AA-8,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,BHG 2025 Forward Flow BHG 2025 Forward Flow,99257145.000000,112870545.000000,879260.000000,1337240.000000,9791459.000000,1188858.000000,0.000000,58921.000000,11/28/2025,11/28/2025,Paydown,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00027,00076M-AB-6,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,BHG 2025 Forward Flow BHG 2025 Forward Flow,88200756.000000,88439044.000000,915686.000000,822892.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00028,00076M-AC-4,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,BHG 2025 Forward Flow BHG 2025 Forward Flow,28340019.000000,28426834.000000,251008.000000,30544.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00029,00076M-AD-2,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,BHG 2025 Forward Flow BHG 2025 Forward Flow,12542347.000000,12634147.000000,127417.000000,272322.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00030,00076M-AE-0,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,BHG 2025 Forward Flow BHG 2025 Forward Flow,12414183.000000,12634147.000000,179223.000000,202796.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00031,000778-BM-1,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABSC NIM 2005-KS4 Trust ABSN 2005-KS4 NOTE,0.000000,0.000000,1531263.000000,13637.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00032,000778-BR-0,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABSC NIMs Trust 2005-HE3 ABSN 2005-HE5 A,0.000000,16745.000000,1858569.000000,16745.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00033,000807-AW-7,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABPCI DIRECT LENDING FUND CLO ABPCI 2019-5A A1RR ..,26002500.000000,26006110.000000,1729298.000000,1150813.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00034,000807-BA-4,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABPCI DIRECT LENDING FUND CLO ABPCI 2019-5A BRR,10000000.000000,10010290.000000,821837.000000,1922445.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00035,000807-BE-6,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,ABPCI DIRECT LENDING FUND CLO ABPCI 2019-5A A1Z,2514738.000000,2499158.000000,161223.000000,152423.000000,2506895.000000,2515625.000000,0.000000,173482.000000,11/19/2025,11/19/2025,MMTL Modco AAM,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00036,000823-AU-8,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABPCI Direct Lending Fund CLO ABPCI 2017-1A A1RR ..,23850000.000000,23849261.000000,1734657.000000,1789717.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00037,000823-AW-4,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABPCI Direct Lending Fund CLO ABPCI 2017-1A A2RR ..,5850000.000000,5779999.000000,439262.000000,3410989.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00038,000823-AY-0,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABPCI Direct Lending Fund CLO ABPCI 2017-1A BRR,1000000.000000,988767.000000,76265.000000,147962.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00039,000823-BA-1,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,ABPCI Direct Lending Fund CLO ABPCI 2017-1A CRR,2500000.000000,2485373.000000,203913.000000,1394358.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00040,000823-BC-7,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,ABPCI Direct Lending Fund CLO ABPCI 2017-1A DRR,2522585.000000,2505308.000000,159556.000000,907313.000000,2515078.000000,2500000.000000,0.000000,90838.000000,01/13/2025,01/13/2025,ORIX Life - Custody,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00041,00084D-AV-2,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 5,ABN AMRO Bank NV Unsecured 3.324% 03/13/37,0.000000,0.000000,0.000000,0.000000,8243670.000000,8172084.000000,0.000000,39925.000000,04/28/2025,04/28/2025,JPM SECURITIES LLC 07/02/2025 ACRA RE 2A Surplus AAM,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00042,00084D-BC-3,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,ABN AMRO Bank NV Senior Non Preferred 5.210% 10/13/26,0.000000,0.000000,0.000000,0.000000,10000000.000000,-58250.000000,0.000000,657500.000000,10/14/2025,10/14/2025,Various,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00043,00084D-BD-1,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,ABN AMRO Bank NV Senior Non Preferred,20072266.000000,20349056.000000,997600.000000,20498800.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00044,00091Y-AA-3,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,ABPCI Direct Lending Fund CLO ABPCI 2023-14A A 6.488% 01/30/35,0.000000,0.000000,0.000000,0.000000,26500000.000000,277956.000000,0.000000,740462.000000,03/20/2025,03/20/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
