claim_id,source_id,reporting_entity,period,metric_category,metric_name,value,unit,source_url,local_path,source_location,what_it_proves,what_it_does_not_prove,status
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,debt stack,CLO outstanding principal,1592.073,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 5 debt table,"CLO III IV V VII and X had 1.592073B USD of outstanding principal in aggregate.","This proves securitized/CLO financing inside the BDC stack but not which noteholders funded it.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,debt stack,unsecured notes outstanding principal,5325.000,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 5 debt table,"OBDC reported 5.325B USD of unsecured notes principal outstanding across 2026 through 2031 maturities.","This proves note-funded leverage but not noteholder identities.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,regulatory leverage,asset coverage per unit,1869,USD per 1000 USD debt,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,senior securities table,"OBDC's senior-securities table reports asset coverage per unit of 1869 at June 30 2026.","This is regulatory leverage context, not a borrower-level funding source.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio composition,portfolio companies,229,count,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,portfolio composition,"OBDC reported investments in 229 portfolio companies at June 30 2026.","This is portfolio breadth, not facility size for Precinmac.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio composition,industries,30,count,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,portfolio composition,"OBDC reported investments across 30 industries at June 30 2026.","Industry count does not prove capital source.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio composition,first-lien senior secured debt fair value,10937.849,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,portfolio composition,"OBDC reported 10.937849B USD of first-lien senior secured debt investments at fair value.","This supports first-lien private-credit destination claims but not borrower-specific use of proceeds.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio composition,first-lien senior secured debt share,73.2,percent of total investments,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,portfolio composition,"First-lien senior secured debt represented 73.2% of OBDC's total investments at fair value.","This does not say Precinmac's full facility was first-lien or solely held by OBDC.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio composition,debt investments at floating rates,96.0,percent,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,portfolio composition,"OBDC reported 96.0% of debt investments at floating rates.","This is portfolio-rate exposure, not borrower-level funding proof.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio composition,weighted average total yield at fair value,9.9,percent,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,portfolio composition,"OBDC reported 9.9% weighted average total yield of accruing debt and income-producing securities at fair value.","This is portfolio economics, not proof of bank displacement.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio quality,non-accrual at fair value,0.8,percent of portfolio,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,second-quarter highlights,"OBDC reported non-accrual investments represented 0.8% of the portfolio at fair value.","This is credit-quality context, not capital-source identity.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio activity,new investment commitments,319,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,second-quarter highlights,"OBDC reported 319M USD of new investment commitments for Q2 2026.","This does not identify Precinmac as a Q2 2026 new commitment.",extracted
CF-005,obdc-2026q2-sec-8k-exhibit,Blue Owl Capital Corporation,Q2 2026,portfolio activity,sales and repayments,747,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000055/exhibit991-obdcxpressrelea.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-q2-2026-8k-exhibit-99-1.html,second-quarter highlights,"OBDC reported 747M USD of sales and repayments for Q2 2026.","This is portfolio turnover, not borrower-level use-of-proceeds evidence.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,joint venture,Credit SLF investments at fair value,2624.338,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 4 Credit SLF financial data,"Credit SLF reported 2.624338B USD of investments at fair value at June 30 2026.","This is joint-venture scale, not proof that Credit SLF funded Precinmac.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,joint venture,Credit SLF total debt,2069.196,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 4 Credit SLF financial data,"Credit SLF reported 2.069196B USD of total debt net of unamortized debt issuance costs.","This proves leverage inside a Blue Owl joint venture, not borrower-specific funding.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,joint venture,Credit SLF members equity,607.155,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 4 Credit SLF financial data,"Credit SLF reported 607.155M USD of members equity.","This does not identify all ultimate sources behind members equity.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,joint venture,Credit SLF OBDC economic ownership,64.4,percent,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 4 Credit SLF member table,"OBDC reported a 64.4% economic ownership interest in Credit SLF based on net contributed capital.","This identifies one joint-venture capital contributor but not loan-by-loan allocation.",extracted
CF-005,obdc-2026q2-sec-10q,Blue Owl Capital Corporation,Q2 2026,joint venture,Credit SLF State Teachers Retirement System of Ohio economic ownership,12.5,percent,https://www.sec.gov/Archives/edgar/data/1655888/000165588826000056/obdc-20260630.htm,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,note 4 Credit SLF member table,"Credit SLF's member table reports State Teachers Retirement System of Ohio with a 12.5% economic ownership interest.","This identifies an institutional joint-venture participant but not whether it funded Precinmac.",extracted
CF-005,obdc-2024-10k-sec-html,Blue Owl Capital Corporation,FY2024,borrower holder evidence,Precinmac funded fair value,21.412,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000007/obdc-20241231.htm,raw/primary-sources/capital-flow/precinmac/sec/obdc-2024-10k.html,Precinmac SEC holder crosswalk,"OBDC reported 21.412M USD of fair value tied to Paris US Holdco Inc. dba Precinmac in the captured FY2024 schedule.","This is historical holder evidence and does not prove current Q2 2026 exposure.",extracted
CF-005,obdc-2024-10k-sec-html,Blue Owl Capital Corporation,FY2024,borrower holder evidence,Precinmac unfunded commitments,8.372,USD millions,https://www.sec.gov/Archives/edgar/data/1655888/000165588825000007/obdc-20241231.htm,raw/primary-sources/capital-flow/precinmac/sec/obdc-2024-10k.html,Precinmac SEC holder crosswalk,"OBDC reported 8.372M USD of unfunded delayed-draw and revolver commitments tied to Paris US Holdco Inc. dba Precinmac in the captured FY2024 schedule.","This does not prove the full Precinmac facility size or any 2026 bank-replacement event.",extracted
CF-005,derived-obdc-source-of-capital,Blue Owl Capital Corporation,Q2 2026,derived ratio,debt carrying value divided by total assets,51.47,percent,local calculation,analysis/company-first-principles/data/capital-flow-obdc-source-of-capital-extractions.csv,calculated from extracted balance-sheet rows,"Debt net of debt issuance costs represented 51.47% of total assets at June 30 2026.","This ratio does not identify borrower-level funding layers.",derived
CF-005,derived-obdc-source-of-capital,Blue Owl Capital Corporation,Q2 2026,derived ratio,total liabilities divided by total assets,54.21,percent,local calculation,analysis/company-first-principles/data/capital-flow-obdc-source-of-capital-extractions.csv,calculated from extracted balance-sheet rows,"Total liabilities represented 54.21% of total assets at June 30 2026.","This does not prove who ultimately supplied the liability capital.",derived
CF-005,derived-obdc-source-of-capital,Blue Owl Capital Corporation,Q2 2026,derived ratio,total net assets divided by total assets,45.79,percent,local calculation,analysis/company-first-principles/data/capital-flow-obdc-source-of-capital-extractions.csv,calculated from extracted balance-sheet rows,"Total net assets represented 45.79% of total assets at June 30 2026.","This does not identify the shareholder base.",derived
CF-005,derived-obdc-source-of-capital,Blue Owl Capital Corporation,Q2 2026,derived ratio,total outstanding principal divided by net assets,1.1404,x,local calculation,analysis/company-first-principles/data/capital-flow-obdc-source-of-capital-extractions.csv,calculated from extracted debt and net-assets rows,"Outstanding debt principal was about 1.14x total net assets at June 30 2026.","This is vehicle leverage context, not a borrower allocation trace.",derived
