claim_id,source_id,reporting_entity,period,metric_category,metric_name,value,unit,source_url,local_path,source_location,what_it_proves,what_it_does_not_prove,status
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,shareholder channel,NAV per common share,24.84,USD per share,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,consolidated statements of assets and liabilities,"K-FITS reported 24.84 USD NAV per common share at June 30 2026.","NAV does not identify source of capital.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,private offering,monthly closings commenced,2024-03-28,date,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,note 2 organizational and offering,"K-FITS says monthly closings for its continuous private offering of Common Shares commenced on March 28 2024.","This supports private-offering channel evidence but not investor identity.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,distribution channel,principal placement agents,KKR Capital Markets LLC and FS Investment Solutions LLC,text,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,distribution servicing fees note,"K-FITS names KKR Capital Markets LLC and FS Investment Solutions LLC as principal placement agents for the Private Offering.","This identifies placement agents, not the ultimate investors.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,distribution channel,Class S distribution servicing fee rate,0.85,percent per annum of aggregate NAV,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,distribution servicing fees note,"K-FITS is obligated to pay shareholder servicing/distribution fees for Class S shares equal to 0.85% per annum of aggregate NAV at the beginning of the month.","This is distribution economics, not a shareholder list.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,distribution channel,participating brokers and financial advisors,yes,text,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,distribution servicing fees note,"K-FITS says placement agents manage relationships with third-party brokers and financial advisors participating in Common Share distribution.","This identifies the sales channel, not the final investor mix.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,capital flows,common share issuance six months,110.885,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,statements of changes in net assets,"K-FITS reported 110.885M USD of common share issuance for the six months ended June 30 2026.","This is gross equity inflow, not net new investor capital after repurchases and reinvestments.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,capital flows,reinvestment of shareholder distributions six months,21.523,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,statements of changes in net assets,"K-FITS reported 21.523M USD of reinvested shareholder distributions for the six months ended June 30 2026.","This is reinvestment behavior, not new third-party subscription cash.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,capital flows,common share repurchases six months,-39.890,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,statements of changes in net assets,"K-FITS reported 39.890M USD of common share repurchases for the six months ended June 30 2026.","This is a capital outflow and does not identify who was repurchased.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,capital flows,net capital share transactions six months,92.518,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,statements of changes in net assets,"K-FITS reported 92.518M USD net increase from capital share transactions for the six months ended June 30 2026.","This net number combines issuance, reinvestment, and repurchases.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,debt stack,total senior securities outstanding,572.938,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,note 9 financing arrangements,"K-FITS reported 572.938M USD aggregate amount outstanding of senior securities at June 30 2026.","This does not assign senior securities to borrower-level assets.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,asset coverage,asset coverage ratio,276,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,note 9 financing arrangements,"K-FITS reported 276% asset coverage at June 30 2026.","Asset coverage is regulatory leverage context, not ultimate investor proof.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,debt stack,total financing arrangements outstanding,572.938,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,financing arrangements table,"K-FITS reported 572.938M USD outstanding across three revolving credit facilities at June 30 2026.","This does not prove which facility funded any specific portfolio-company loan.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,debt stack,total financing arrangements available,752.062,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,financing arrangements table,"K-FITS reported 752.062M USD available across three revolving credit facilities at June 30 2026.","Availability is financing capacity, not funded borrower exposure.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,debt instrument,Senior Secured Revolving Credit Facility outstanding,123.438,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,financing arrangements table,"K-FITS reported 123.438M USD outstanding under its Senior Secured Revolving Credit Facility.","This does not prove revolver funding for a named borrower.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,debt instrument,K-FITS Eiffel-1 Credit Facility outstanding,349.000,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,financing arrangements table,"K-FITS reported 349.000M USD outstanding under the K-FITS Eiffel-1 Credit Facility.","This does not prove Eiffel-1 funded Frontline or Atwell.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,debt instrument,K-FITS Mount Royal Credit Facility outstanding,100.500,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,financing arrangements table,"K-FITS reported 100.500M USD outstanding under the K-FITS Mount Royal Credit Facility.","This does not prove Mount Royal funded Frontline or Atwell.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,portfolio composition,number of portfolio companies,149,count,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,portfolio characteristics table,"K-FITS reported 149 portfolio companies at June 30 2026.","This does not identify all companies unless schedule rows are separately matched.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,portfolio composition,direct originations share of investment portfolio,97.5,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,portfolio characteristics table,"K-FITS reported direct originations were 97.5% of the investment portfolio based on fair value.","This does not prove every captured borrower loan was directly originated by K-FITS.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,portfolio composition,variable rate debt investments share,83.6,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,portfolio characteristics table,"K-FITS reported variable-rate debt investments were 83.6% of fair value.","This does not identify borrower-level interest-rate exposure.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,portfolio composition,non-accrual share by fair value,0,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,portfolio characteristics table,"K-FITS reported no investments on non-accrual based on fair value at June 30 2026.","This is portfolio credit-quality context, not borrower-specific performance.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,portfolio composition,weighted average annual yield on accruing debt investments,8.8,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,portfolio characteristics table,"K-FITS reported 8.8% weighted average annual yield on accruing debt investments.","This is portfolio yield context, not the coupon for Frontline or Atwell.",extracted
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,borrower holder bridge,visible K-FITS borrower fair value in current sample,51.9220,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,analysis/company-first-principles/data/capital-flow-holder-source-of-funds-map.csv,computed from Frontline and Atwell K-FITS rows,"The current holder map includes 51.922M USD of K-FITS fair value across Frontline and Atwell Q2 2026 rows.","This is a sample of captured borrower rows, not total K-FITS exposure to those borrowers or industries.",derived-from-holder-map
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,borrower holder bridge,visible K-FITS borrower unfunded commitments in current sample,0.4880,USD millions,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,analysis/company-first-principles/data/capital-flow-holder-source-of-funds-map.csv,computed from Atwell K-FITS row,"The current holder map includes 0.488M USD of K-FITS unfunded commitment exposure in the Atwell row.","This does not prove total Atwell revolver or delayed-draw capacity.",derived-from-holder-map
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,derived ratio,debt to total assets,35.57,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,computed from balance sheet,"K-FITS debt was 35.57% of total assets at June 30 2026.","This ratio does not identify lenders behind the credit facilities.",derived-from-extracted-table
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,derived ratio,total liabilities to total assets,37.54,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,computed from balance sheet,"K-FITS total liabilities were 37.54% of total assets at June 30 2026.","This is a funding-structure ratio, not borrower allocation.",derived-from-extracted-table
CF-005,kfits-2026q2-10q-sec-html,KKR FS Income Trust Select,Q2 2026,derived ratio,total shareholders equity to total assets,62.46,percent,https://www.sec.gov/Archives/edgar/data/1975736/000162828026056136/kfits-20260630.htm,raw/primary-sources/capital-flow/atwell/sec/kfits-2026q2-10q.html,computed from balance sheet,"K-FITS shareholders equity was 62.46% of total assets at June 30 2026.","This identifies equity funding share but not the shareholder identities.",derived-from-extracted-table
